run,t_g,n_collapses,n_snapshots,n_contaminated,h1_max_persistence__ratio__all,h1_total_persistence__ratio__all,h1_max_persistence_normalised__ratio__all,h1_total_persistence_normalised__ratio__all,h0_total_persistence__ratio__all,lid__ratio__all,h1_max_persistence__ratio__clean,h1_total_persistence__ratio__clean,h1_max_persistence_normalised__ratio__clean,h1_total_persistence_normalised__ratio__clean,h0_total_persistence__ratio__clean,lid__ratio__clean
transformer_add97_f0.3_wd0.1_traj_s1,142200.0,2,130,0,1.087929525760877,1.2217851555577832,0.9532905253824766,1.0922525007494643,1.1704933338865855,1.2616405972408709,,,,,,
transformer_add97_f0.3_wd0.1_traj_s2,137000.0,3,130,0,0.681621324823345,0.8562917640226863,0.8244282656069507,1.0387028950753365,0.8182401206766348,1.2264024170555796,,,,,,
transformer_add97_f0.3_wd0.1_traj_s3,,3,130,0,1.071554838788996,1.3552120971812542,0.9973068182555306,1.1390585755502765,1.0973696357833203,1.046450106927517,,,,,,
transformer_add97_f0.3_wd0.1_traj_s4,140100.0,2,130,0,0.9368835674579562,1.6633180922230009,0.8613201047402105,1.5912637079479128,1.1262147475122493,1.2250547390243016,,,,,,
transformer_add97_f0.3_wd0.3_softmax_ce_s0,55400.0,4,127,0,1.1184172677789108,1.214011963551255,0.9876177053219255,1.071419897738416,1.1952483179630988,1.227046259986632,,,,,,
transformer_add97_f0.3_wd0.3_softmax_ce_s1,41200.0,4,127,2,0.5409569580889065,0.7380275647367879,0.7235231768844428,1.2698564669594932,0.7555386675668428,1.7527359378860663,0.5409569580889065,0.7380275647367879,0.7235231768844428,1.2698564669594932,0.7555386675668428,1.7527359378860663
transformer_add97_f0.3_wd0.3_softmax_ce_s2,43800.0,3,127,0,0.633234692506589,1.3969065136182162,0.8229848081517435,1.9047490136889365,0.7765509164291258,1.3101247869888122,,,,,,
transformer_add97_f0.3_wd0.3_softmax_ce_s3,56500.0,2,127,0,0.7453439586902033,1.1367032248747764,0.8778145743405158,1.3182763075333634,0.898954681766966,1.4848395914552008,,,,,,
transformer_add97_f0.3_wd0.3_softmax_ce_s4,42600.0,0,127,0,0.6616076027039792,0.9857376832057105,0.8447014054271509,1.2644404694606781,0.7735370332474117,1.5883492386429392,,,,,,
transformer_add97_f0.3_wd1.0_dense_s0,28100.0,2,188,3,1.057503778819761,1.7790062989937132,1.2184901786797278,2.2843671161769796,0.7780206453976554,0.921512502771556,1.057503778819761,1.7790062989937132,1.2184901786797278,2.2843671161769796,0.7780206453976554,0.921512502771556
transformer_add97_f0.3_wd1.0_dense_s1,28600.0,3,188,2,0.8467334044291034,1.7688658358384475,0.9129178798871506,1.6738485391632467,0.9169167936122316,1.1377843484013872,0.8467334044291034,1.7688658358384475,0.9129178798871506,1.6738485391632467,0.9169167936122316,1.1377843484013872
transformer_add97_f0.3_wd1.0_dense_s2,33700.0,2,188,3,1.0979916983416615,2.0375406249614003,0.9907650138773735,1.7612390216064389,1.1062713692045927,1.2558925219202304,1.0979916983416615,2.0375406249614003,0.9907650138773735,1.7612390216064389,1.1062713692045927,1.2558925219202304
transformer_add97_f0.3_wd1.0_dense_s3,33600.0,0,188,0,1.4570547354918104,2.1148270401570772,1.451872500633376,2.171271351020046,1.08882219019649,1.0505008961170184,,,,,,
transformer_add97_f0.3_wd1.0_dense_s4,25800.0,3,188,5,0.682195497789095,0.9658718285907966,0.7809604966373811,1.0308265910565226,0.9510253010312907,1.3717855734886046,0.682195497789095,0.9658718285907966,0.7809604966373811,1.0308265910565226,0.9510253010312907,1.3717855734886046
transformer_add97_f0.3_wd1.0_softmax_ce_s0,27600.0,2,126,5,1.209967493067307,1.6415957185919416,1.2091118833356345,1.6579035560594824,0.9370895228077062,0.9910212087616167,1.209967493067307,1.6415957185919416,1.2091118833356345,1.6579035560594824,0.9370895228077062,0.9910212087616167
transformer_add97_f0.3_wd1.0_softmax_ce_s1,28600.0,2,126,2,0.8688833483951094,1.1558699045940193,0.907013910343647,0.9570062523383844,0.9778597483871659,1.320079971335529,0.8688833483951094,1.1558699045940193,0.907013910343647,0.9570062523383844,0.9778597483871659,1.320079971335529
transformer_add97_f0.3_wd1.0_softmax_ce_s2,30000.0,2,126,2,1.0918934009113925,3.0616508338396513,1.1716242593902648,3.400348699418392,0.9673163795988137,1.6399991191389003,1.0918934009113925,3.0616508338396513,1.1716242593902648,3.400348699418392,0.9673163795988137,1.6399991191389003
transformer_add97_f0.3_wd1.0_softmax_ce_s3,34700.0,1,126,1,0.9086106289461077,1.5512494545790216,0.8806260554151021,1.4366813332289958,1.1113170431064194,1.2374337990819435,0.9086106289461077,1.5512494545790216,0.8806260554151021,1.4366813332289958,1.1113170431064194,1.2374337990819435
transformer_add97_f0.3_wd1.0_softmax_ce_s4,25700.0,5,126,10,0.8483782597197783,2.957536977827424,1.0854264170867567,3.8028069027083804,0.8444456798694268,1.214367331405343,0.8483782597197783,2.957536977827424,1.0854264170867567,3.8028069027083804,0.8444456798694268,1.214367331405343
transformer_add97_f0.3_wd3.0_softmax_ce_s0,49300.0,0,130,0,0.33256522210268663,0.08312144585110454,0.33021899087428247,0.08915047038958282,0.9361159503699633,1.8119122567425672,,,,,,
transformer_add97_f0.3_wd3.0_softmax_ce_s1,63700.0,1,130,4,0.330617186559719,0.09955002333741982,0.3471656348415727,0.09983046204769169,1.0162951161061065,2.0136964829429074,0.330617186559719,0.09955002333741982,0.3471656348415727,0.09983046204769169,1.0162951161061065,2.0136964829429074
transformer_add97_f0.3_wd3.0_softmax_ce_s2,47500.0,0,130,0,0.34192180170610975,0.13585993066801416,0.3297753440223136,0.13207888917467017,0.9978657741910648,1.8615285434862898,,,,,,
transformer_add97_f0.3_wd3.0_softmax_ce_s3,78000.0,1,130,0,0.16942882864756428,0.04023162981729042,0.19300226071205842,0.04274654385009632,0.9634188004033121,1.8195246385972264,,,,,,
transformer_add97_f0.3_wd3.0_softmax_ce_s4,39100.0,1,130,0,0.36370894931118797,0.14592902949354633,0.34929389505887964,0.14346410948114655,1.0751005781262006,1.9347743371282635,,,,,,
transformer_add97_f0.4_wd0.0_ortho_traj_s0,,1,124,2,1.3728709332174978,0.7439458615470915,1.9905536817670804,1.134605170304921,0.6155936205659073,0.8585802262651201,1.3728709332174978,0.7439458615470915,1.9905536817670804,1.134605170304921,0.6155936205659073,0.8585802262651201
transformer_add97_f0.4_wd0.0_ortho_traj_s1,,0,124,0,0.9926305090153499,1.0099852676647185,0.9924438178037249,1.009795327848916,0.9996713159200793,0.9951848415223904,,,,,,
transformer_add97_f0.4_wd0.0_ortho_traj_s2,,0,124,0,1.0098290171074606,1.0076813260720323,1.0105149674680114,1.0083658183346202,0.9995588653671498,0.9952682417171356,,,,,,
transformer_add97_f0.4_wd0.0_ortho_traj_s3,,1,124,29,0.5582754810714413,0.47027852740134374,0.7752917158802363,0.6713860011325273,0.6316077077509824,0.8395691616442383,0.5423843874652049,0.3811256386373869,0.6640178435558534,0.46235120041121724,0.7670133026068114,0.8683082768022932
transformer_add97_f0.4_wd0.0_ortho_traj_s4,12500.0,0,124,0,0.5734393426408491,0.6509630335587822,0.7102369069707525,0.796856329944014,0.727139022145215,1.0576113333561699,,,,,,
transformer_add97_f0.4_wd0.0_softmax_ce_s0,3800.0,0,124,0,1.5164937437523698,0.9683052786810121,1.522648846467533,0.9722354092697271,1.0038381239013912,0.9791897108669667,,,,,,
transformer_add97_f0.4_wd0.0_softmax_ce_s1,8800.0,0,124,0,0.9624148054695244,1.3227358832548475,0.9910888861383316,1.33963400760315,0.9288446789465632,0.7457024145369554,,,,,,
transformer_add97_f0.4_wd0.0_softmax_ce_s2,,0,124,0,1.0098290171074606,1.0076813260720323,1.0105149674680114,1.0083658183346202,0.9995588653671498,0.9952682417171357,,,,,,
transformer_add97_f0.4_wd0.0_softmax_ce_s3,4900.0,1,124,2,0.9884498889954058,0.8016340089593035,0.9886170888740143,0.8017339087263065,0.9987525461196205,1.0613282040599121,0.9884498889954058,0.8016340089593035,0.9886170888740143,0.8017339087263065,0.9987525461196205,1.0613282040599121
transformer_add97_f0.4_wd0.0_softmax_ce_s4,,0,124,0,0.9951273816538433,1.0042569361284572,0.9954530126145498,1.0045855314081453,0.9998964889224042,1.0028966303107372,,,,,,
transformer_add97_f0.4_wd0.0_stablemax_ce_s0,,2,128,23,,,,,,,1.6117905425825558,0.7618190583455232,1.3667511594531185,0.6460002424501722,1.1133231820553535,0.77350999405288
transformer_add97_f0.4_wd0.0_stablemax_ce_s1,,2,128,31,,,,,,,1.001853351581377,1.0012519094038288,1.0001181288490506,0.9995975331499606,1.000315447833779,1.0115639504597131
transformer_add97_f0.4_wd0.0_stablemax_ce_s2,,0,128,0,,,,,,,,,,,,
transformer_add97_f0.4_wd0.0_stablemax_ce_s3,38100.0,1,128,1,1.1050806718596529,1.9291257204561951,0.9883500229040859,1.718260188751262,1.1449475722575033,0.9203532319374531,1.1050806718596529,1.9291257204561951,0.9883500229040859,1.718260188751262,1.1449475722575033,0.9203532319374531
transformer_add97_f0.4_wd0.0_stablemax_ce_s4,,1,128,42,,,,,,,1.0053326746050153,0.9960720502101398,1.0066921551847876,0.9970931695951711,1.0001598877240732,0.9989930455584041
transformer_add97_f0.4_wd1.0_softmax_ce_s0,11600.0,2,127,2,0.664789989321529,2.261936233670296,0.8323371464004539,3.046014288484369,0.8700485083371804,2.2225520520654953,0.664789989321529,2.261936233670296,0.8323371464004539,3.046014288484369,0.8700485083371804,2.2225520520654953
transformer_add97_f0.4_wd1.0_softmax_ce_s1,9400.0,0,127,0,0.7398790417147293,2.063924012191657,1.0152570934078067,2.6303277742097166,0.8132152764912469,1.5574655325476023,,,,,,
transformer_add97_f0.4_wd1.0_softmax_ce_s2,4900.0,1,127,1,0.21034431851503343,0.416623380051536,1.3518502231636247,2.610022689097712,0.15139128014963296,0.8119094063632909,0.21034431851503343,0.416623380051536,1.3518502231636247,2.610022689097712,0.15139128014963296,0.8119094063632909
transformer_add97_f0.4_wd1.0_softmax_ce_s3,8800.0,2,127,3,0.9233354872167703,1.4001713363970014,1.2603312988499946,1.7552189017013347,0.7241195704694432,1.0799642471915194,0.9233354872167703,1.4001713363970014,1.2603312988499946,1.7552189017013347,0.7241195704694432,1.0799642471915194
transformer_add97_f0.4_wd1.0_softmax_ce_s4,6100.0,4,127,6,0.46087998116259965,0.6908066175896895,1.375050586739729,2.4449183663459753,0.3088063077820214,1.2319185403687307,0.46087998116259965,0.6908066175896895,1.375050586739729,2.4449183663459753,0.3088063077820214,1.2319185403687307
transformer_add97_f0.5_wd1.0_softmax_ce_s0,2900.0,1,127,2,0.04127596235653978,0.07602072710647514,1.0048793765690027,1.7223799361408512,0.04069980694969914,1.319084986898603,0.04619033152702578,0.08740643179165902,0.9734729054687278,1.7223799361408512,0.04697355225522965,1.2878498785804318
transformer_add97_f0.5_wd1.0_softmax_ce_s1,3500.0,2,127,4,0.08695510794436113,0.16915775873769712,1.3358796163401696,2.3221398121243446,0.062378559474141775,0.8472186612459224,0.08695510794436113,0.16915775873769712,1.3358796163401696,2.3221398121243446,0.062378559474141775,0.8472186612459224
transformer_add97_f0.5_wd1.0_softmax_ce_s2,2400.0,1,127,2,0.06792040926417871,0.2486223734998625,1.5289429601824684,4.863997423499982,0.03401860745474048,1.067005928007534,0.0594882187708792,0.21913639818720654,1.5289429601824684,4.839683355772004,0.03030774332108222,1.0849892796723413
transformer_add97_f0.5_wd1.0_softmax_ce_s3,3000.0,1,127,2,0.07991027723671221,0.14972637384330867,1.575463574237433,2.548961501934315,0.04885299742139116,0.9493500384298796,0.10222197844267802,0.17499047705340098,1.575463574237433,2.591428908364552,0.05693279525819271,0.9366251870538878
transformer_add97_f0.5_wd1.0_softmax_ce_s4,3600.0,1,127,2,0.09370291677013835,0.1497346598473766,1.3378369108325037,1.8697659982102182,0.06515215984886863,0.8401684884756162,0.11119163364824138,0.17188174512066984,1.3323962172133013,1.85778710793918,0.07749630445644799,0.8411228649461295
transformer_add97_permuted_dense_s0,,2,163,3,1.0359294814116227,0.9362210550323061,1.0041394843546587,0.883979525605231,1.0570804542267433,1.0747585278886347,1.0359294814116227,0.9362210550323061,1.0041394843546587,0.883979525605231,1.0570804542267433,1.0747585278886347
transformer_add97_permuted_dense_s1,,2,163,5,1.2010308297202654,0.7622042119631361,1.05376695247953,0.7842226473011553,0.9842716430842907,1.0208578471837357,1.2010308297202654,0.7622042119631361,1.05376695247953,0.7842226473011553,0.9842716430842907,1.0208578471837357
transformer_add97_permuted_dense_s2,,2,163,4,1.1288086328166547,1.0769837239227438,1.0278762031889659,1.0430950403571906,1.0260093011100995,0.973753832921431,1.1288086328166547,1.0769837239227438,1.0278762031889659,1.0430950403571906,1.0260093011100995,0.973753832921431
transformer_add97_permuted_dense_s3,,2,163,6,1.2348828099497222,1.1701535633447655,1.233575575895642,1.2223865957748166,0.974115838625598,1.0188007353786324,1.2348828099497222,1.1701535633447655,1.233575575895642,1.2223865957748166,0.974115838625598,1.0188007353786324
transformer_add97_permuted_dense_s4,,1,163,2,1.0221263069885385,1.0620750627681013,1.0399510930294134,0.9232067644181645,1.1331342140074216,0.9927108189175037,1.0221263069885385,1.0620750627681013,1.0399510930294134,0.9232067644181645,1.1331342140074216,0.9927108189175037
transformer_add97_permuted_s0,,2,127,2,0.8647202309228387,0.9271186737490672,0.9202872128118316,0.9897550095093808,0.9679981010201049,0.9689776928318248,0.8647202309228387,0.9271186737490672,0.9202872128118316,0.9897550095093808,0.9679981010201049,0.9689776928318248
transformer_add97_permuted_s1,,2,127,3,1.0371864414833651,0.9043217667135013,1.0541440052257096,0.9139863905691546,1.0748678741799063,0.999498743662178,1.0371864414833651,0.9043217667135013,1.0541440052257096,0.9139863905691546,1.0748678741799063,0.999498743662178
transformer_add97_permuted_s2,,3,127,5,1.1451131726915296,1.5283789520830904,0.9770036709695743,1.2989468731137614,1.0997383490812294,1.0221643551729762,1.1451131726915296,1.5283789520830904,0.9770036709695743,1.2989468731137614,1.0997383490812294,1.0221643551729762
transformer_add97_permuted_s3,,1,127,1,0.8248633844500258,1.1028332876043625,0.7785306478902532,1.0931649372214765,1.0131148920503488,1.0939335978500602,0.8248633844500258,1.1028332876043625,0.7785306478902532,1.0931649372214765,1.0131148920503488,1.0939335978500602
transformer_add97_permuted_s4,,1,127,1,1.5422955721966312,1.2458420837442845,1.2799979019631855,1.0715979321719122,1.1550976685990773,0.9077968727312028,1.5422955721966312,1.2458420837442845,1.2799979019631855,1.0715979321719122,1.1550976685990773,0.9077968727312028
transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900.0,2,129,2,1.9871890700961758,23.01143131327291,4.412339623131289,47.877404454827335,0.5810253365941032,1.0840386160157545,1.9871890700961758,23.01143131327291,4.412339623131289,47.877404454827335,0.5810253365941032,1.0840386160157545
transformer_compose120_f0.6_wd1.0_softmax_ce_s1,36300.0,6,129,3,1.4216988018725683,7.8849435055828945,2.8930532977342396,16.872013838584586,0.618919339512847,1.1273361472150008,1.4216988018725683,7.8849435055828945,2.8930532977342396,16.872013838584586,0.618919339512847,1.1273361472150008
transformer_compose120_f0.6_wd1.0_softmax_ce_s10,35100.0,7,131,6,0.9364647850796288,2.396479207609543,1.8237835914611096,5.282781625076225,0.6510312930928817,0.9459848161337355,0.9364647850796288,2.396479207609543,1.8237835914611096,5.282781625076225,0.6510312930928817,0.9459848161337355
transformer_compose120_f0.6_wd1.0_softmax_ce_s11,23400.0,4,131,3,1.2238805852352659,4.562051431828045,2.406144233148263,9.068145533684937,0.6213208671043533,0.8336392941097664,1.2238805852352659,4.562051431828045,2.406144233148263,9.068145533684937,0.6213208671043533,0.8336392941097664
transformer_compose120_f0.6_wd1.0_softmax_ce_s12,18800.0,1,131,0,1.8103987708744427,16.271471776377698,4.228895695302941,28.871861986978963,0.5841384479643694,1.3445072497683235,,,,,,
transformer_compose120_f0.6_wd1.0_softmax_ce_s13,46200.0,3,131,0,0.2880892081284095,1.5510220485645896,0.6642452816953386,3.6045453565328156,0.6557901004248976,5.0892676736008395,,,,,,
transformer_compose120_f0.6_wd1.0_softmax_ce_s14,47100.0,5,131,2,2.277398207498923,12.942402175278975,4.338894333863652,22.63218480081262,0.6725598693925401,0.9015697726659563,2.277398207498923,12.942402175278975,4.338894333863652,22.63218480081262,0.6725598693925401,0.9015697726659563
transformer_compose120_f0.6_wd1.0_softmax_ce_s2,89700.0,5,129,1,0.4546859656011158,0.5801905669620643,1.0295651353706818,1.2736930184433115,0.584568931892603,0.8569698757236226,0.4546859656011158,0.5801905669620643,1.0295651353706818,1.2736930184433115,0.584568931892603,0.8569698757236226
transformer_compose120_f0.6_wd1.0_softmax_ce_s3,83200.0,5,129,3,0.7887435474890367,2.4904095655406238,1.532936990471219,5.92792793179421,0.6542773432120564,1.3993139252972766,0.7887435474890367,2.4904095655406238,1.532936990471219,5.92792793179421,0.6542773432120564,1.3993139252972766
transformer_compose120_f0.6_wd1.0_softmax_ce_s4,17100.0,4,129,3,0.5355746995636349,1.009402802875303,1.3616604669616867,2.5443719476911517,0.5326560211878975,2.138500654793903,0.5355746995636349,1.009402802875303,1.3616604669616867,2.5443719476911517,0.5326560211878975,2.138500654793903
transformer_compose120_f0.6_wd1.0_softmax_ce_s5,30600.0,5,131,5,0.678829009950837,1.4832961529937638,1.4499582350262223,3.4952312748260668,0.6132665626368219,1.6727768108954808,0.678829009950837,1.4832961529937638,1.4499582350262223,3.4952312748260668,0.6132665626368219,1.6727768108954808
transformer_compose120_f0.6_wd1.0_softmax_ce_s6,42300.0,9,131,6,0.5308031997096996,1.9938389189812566,1.2476241669055514,4.867517871036695,0.6063664200473907,1.8603290014206464,0.5308031997096996,1.9938389189812566,1.2476241669055514,4.867517871036695,0.6063664200473907,1.8603290014206464
transformer_compose120_f0.6_wd1.0_softmax_ce_s7,38700.0,2,131,1,1.7462943608708483,19.731383563923718,3.349068083949968,38.86926130109571,0.7137989826761335,1.5208091660782437,1.7462943608708483,19.731383563923718,3.349068083949968,38.86926130109571,0.7137989826761335,1.5208091660782437
transformer_compose120_f0.6_wd1.0_softmax_ce_s8,17300.0,3,131,2,0.7330087227301398,8.760865793547863,2.017811708442034,23.608120561212107,0.564232213352611,7.802292553125043,0.7330087227301398,8.760865793547863,2.017811708442034,23.608120561212107,0.564232213352611,7.802292553125043
transformer_compose120_f0.6_wd1.0_softmax_ce_s9,16800.0,3,131,3,0.45144529576270126,0.8970512412075283,1.275359261897304,2.397607077196289,0.4874681974041814,1.4639526646875534,0.45144529576270126,0.8970512412075283,1.275359261897304,2.397607077196289,0.4874681974041814,1.4639526646875534
transformer_compose97_f0.4_wd1.0_softmax_ce_s0,,10,129,7,1.0975211768899495,0.7440634945879291,1.0870067422326113,0.7458947690863489,1.0270930594033854,0.977401197092137,1.0975211768899495,0.7440634945879291,1.0870067422326113,0.7458947690863489,1.0270930594033854,0.977401197092137
transformer_compose97_f0.4_wd1.0_softmax_ce_s1,,3,129,0,0.7826319386058858,0.8074624711534961,0.7764894562192239,1.0053321711584868,0.9432349245268943,1.0508268447240747,,,,,,
transformer_compose97_f0.5_wd1.0_softmax_ce_s0,100000.0,7,129,7,1.2572232697426762,2.288372496895532,0.9861564710607793,1.5916111696380046,1.3203855528166617,1.1252533581571202,1.2572232697426762,2.288372496895532,0.9861564710607793,1.5916111696380046,1.3203855528166617,1.1252533581571202
transformer_compose97_f0.5_wd1.0_softmax_ce_s1,86600.0,7,129,3,1.0274522478559405,4.52860248022652,1.7748614418392394,7.905132749994352,0.7663442240888838,1.470050252581812,1.0274522478559405,4.52860248022652,1.7748614418392394,7.905132749994352,0.7663442240888838,1.470050252581812
transformer_compose97_f0.6_wd1.0_softmax_ce_s0,13900.0,5,129,2,1.659570215622596,20.668659212755752,4.345062248407954,57.085316271133486,0.5364588566511193,1.745052257382178,1.659570215622596,20.668659212755752,4.345062248407954,57.085316271133486,0.5364588566511193,1.745052257382178
transformer_compose97_f0.6_wd1.0_softmax_ce_s1,39500.0,2,129,1,1.7242241659677207,10.136822375075386,2.967043981935177,20.46578188890348,0.7834409907433489,1.19037667286383,1.7242241659677207,10.136822375075386,2.967043981935177,20.46578188890348,0.7834409907433489,1.19037667286383
transformer_div97_f0.5_wd1.0_softmax_ce_s0,8100.0,0,127,0,0.4645022760933006,1.4079642768484955,0.644755415452993,2.5274634620974794,0.6012060852537812,2.7367025462284498,,,,,,
transformer_div97_f0.5_wd1.0_softmax_ce_s1,9100.0,0,127,0,1.5918875186265402,7.588401589850817,1.0715307232957645,4.392445497933839,0.6799157134509701,1.0640283567917936,,,,,,
transformer_div97_f0.5_wd1.0_softmax_ce_s2,8200.0,3,127,4,1.1259818894838167,1.7415544556750184,1.2912571450257917,2.1077478512691807,0.537127421462143,0.7576764722550057,1.1259818894838167,1.7415544556750184,1.2912571450257917,2.1077478512691807,0.537127421462143,0.7576764722550057
transformer_div97_f0.5_wd1.0_softmax_ce_s3,6000.0,1,127,1,0.5193891110087894,1.2393206618645116,1.175026501972885,3.3618693097042938,0.27513663509214065,1.7114359083021606,0.5193891110087894,1.2393206618645116,1.175026501972885,3.3618693097042938,0.27513663509214065,1.7114359083021606
transformer_div97_f0.5_wd1.0_softmax_ce_s4,8000.0,0,127,0,1.5981955553735991,5.804377142368915,1.6040381121871994,5.28612779263938,0.5737041307461339,0.7940098930089057,,,,,,
transformer_mul97_f0.5_wd1.0_softmax_ce_s0,1900.0,5,127,8,0.056792486132192316,0.12142037858802567,0.9857234973966229,2.0774901585273264,0.02056304572881829,0.5026995801579214,0.06233101074248811,0.13500010402639556,0.9939709523202512,2.093763285918126,0.02250125669853001,0.4887912822134587
transformer_mul97_f0.5_wd1.0_softmax_ce_s1,2700.0,2,127,4,0.0781052802857626,0.14571918025143166,0.8526441210586797,1.3199098148532737,0.033519977701132235,0.7425169340167673,0.0838790003902098,0.17075060175465967,0.8488938190176034,1.3692249440668491,0.038226085768567224,0.7208915981897239
transformer_mul97_f0.5_wd1.0_softmax_ce_s2,2600.0,1,127,3,0.06176182230224022,0.11906298245701503,0.5377859745995553,1.1246700699139756,0.036095403134461135,0.8356635588165574,0.06176182230224022,0.11906298245701503,0.5377859745995553,1.1246700699139756,0.036095403134461135,0.8356635588165574
transformer_mul97_f0.5_wd1.0_softmax_ce_s3,2100.0,1,127,0,0.053372221671134,0.1351681449106089,0.9178202884132017,1.822292845601252,0.025647593650193267,0.783918929265174,,,,,,
transformer_mul97_f0.5_wd1.0_softmax_ce_s4,2800.0,3,127,5,0.09513099109737923,0.224488239553342,0.8840567697320144,1.8217283196589424,0.03923955319975379,0.7107602633230625,0.09475885534810653,0.2184315790300615,0.893600592022646,1.8209699173013243,0.03885043819744312,0.6987929606684378
transformer_poly97_f0.5_wd0.3_softmax_ce_s0,,3,130,1,0.7789644067809072,0.3973614671578934,0.8964006208678891,0.4513591555815271,0.8771984844050349,0.6799856179720456,0.7789644067809072,0.3973614671578934,0.8964006208678891,0.4513591555815271,0.8771984844050349,0.6799856179720456
transformer_poly97_f0.5_wd0.3_softmax_ce_s1,,3,130,1,0.8277522430467484,0.5719022754838594,0.8310397185413277,0.5864471596791958,0.9680036967915943,0.8112119931199361,0.8277522430467484,0.5719022754838594,0.8310397185413277,0.5864471596791958,0.9680036967915943,0.8112119931199361
transformer_poly97_f0.5_wd1.0_softmax_ce_s0,,1,127,0,1.1683125853637442,1.1655588983126954,1.1440294420947719,1.2627471341959489,0.9855968522443614,0.9601735107225977,,,,,,
transformer_poly97_f0.5_wd1.0_softmax_ce_s1,,3,127,5,0.8595036831736275,0.5957309235965373,1.00570243061301,0.697619916015916,0.8874733253538212,0.7709895483816332,0.8595036831736275,0.5957309235965373,1.00570243061301,0.697619916015916,0.8874733253538212,0.7709895483816332
transformer_poly97_f0.5_wd1.0_softmax_ce_s2,,4,127,5,0.9758409797038046,1.213081531976117,0.9934483014612625,1.0680584470850156,1.043527540822073,0.9695676088684931,0.9758409797038046,1.213081531976117,0.9934483014612625,1.0680584470850156,1.043527540822073,0.9695676088684931
transformer_poly97_f0.5_wd1.0_softmax_ce_s3,,5,127,9,1.0150248574294556,1.513538945970809,0.9684720680637673,1.246517362813218,1.2021928669143314,1.1320216945227781,0.8866359345714087,1.273957087665063,0.9594756436653846,1.192271881514578,1.1710412735956213,1.0672150972468226
transformer_poly97_f0.5_wd1.0_softmax_ce_s4,,5,127,5,1.0482853620266974,1.0441854552117087,0.9412154702099187,0.8613513953387267,1.159257643879014,1.1060851024508447,1.0482853620266974,1.0441854552117087,0.9412154702099187,0.8613513953387267,1.159257643879014,1.1060851024508447
transformer_poly97_f0.7_wd0.3_softmax_ce_s0,,13,130,3,1.1573673595332008,0.7517308871515439,1.3164037341619659,0.8654022506920015,0.9449445310401997,0.9763554624239376,1.1573673595332008,0.7517308871515439,1.3164037341619659,0.8654022506920015,0.9449445310401997,0.9763554624239376
transformer_poly97_f0.7_wd0.3_softmax_ce_s1,,7,130,3,1.2547339759790508,1.480727197108076,1.2750216050876295,1.4423313079943922,1.0244194873687136,1.3817798590104606,1.2547339759790508,1.480727197108076,1.2750216050876295,1.4423313079943922,1.0244194873687136,1.3817798590104606
transformer_poly97_f0.7_wd1.0_softmax_ce_s0,,5,130,0,1.1340196988531255,2.6001801343482427,1.003156886086947,2.153484307846312,1.146078540295231,1.2368155149226852,,,,,,
transformer_poly97_f0.7_wd1.0_softmax_ce_s1,,10,130,3,0.5373412428170623,0.5634393011524507,0.7507386378190154,0.8085579658969636,0.7053122806836409,0.8298298031106843,0.500341476580518,0.5499732193080388,0.7289528845779089,0.8056956266592968,0.6973726834389635,0.8140213265503219
transformer_sub97_f0.3_wd1.0_softmax_ce_s0,,0,127,0,1.6148331119552048,1.7359628081577452,1.2956997334118674,1.4278940479650137,1.2505649409919717,1.1732485530499013,,,,,,
transformer_sub97_f0.3_wd1.0_softmax_ce_s1,,1,127,2,1.0306231881271446,0.9144913956520925,1.0052604418182316,0.8469208322554895,1.0361833837448753,1.0597557570996456,1.0306231881271446,0.9144913956520925,1.0052604418182316,0.8469208322554895,1.0361833837448753,1.0597557570996456
transformer_sub97_f0.3_wd1.0_softmax_ce_s2,,2,127,2,0.8144789280899892,1.0718925954071907,0.8182693982715847,1.0049591031109848,1.0172836548321158,1.0254069746170638,0.8144789280899892,1.0718925954071907,0.8182693982715847,1.0049591031109848,1.0172836548321158,1.0254069746170638
transformer_sub97_f0.3_wd1.0_softmax_ce_s3,,3,127,5,0.8141041415522693,0.8157771952050847,0.8387036693967811,0.7397846625613403,1.0063449458790201,1.0678479961442484,0.8141041415522693,0.8157771952050847,0.8387036693967811,0.7397846625613403,1.0063449458790201,1.0678479961442484
transformer_sub97_f0.3_wd1.0_softmax_ce_s4,,5,127,6,0.7972344494655003,0.8725163309828405,0.7851604323753101,0.8256771818655113,1.0343513072192758,1.075171715617009,0.7972344494655003,0.8725163309828405,0.7851604323753101,0.8256771818655113,1.0343513072192758,1.075171715617009
transformer_sub97_f0.4_wd1.0_softmax_ce_s0,25100.0,4,129,6,0.8095567731302085,3.2010279088051687,1.5708598811231917,5.835858419194436,0.6232865460042978,1.6017848204638123,0.8095567731302085,3.2010279088051687,1.5708598811231917,5.835858419194436,0.6232865460042978,1.6017848204638123
transformer_sub97_f0.4_wd1.0_softmax_ce_s1,24500.0,3,129,5,1.6584325413070935,9.433830051396248,2.2306926891865246,10.239150757385683,0.7971339520318285,0.8343832269505996,1.6584325413070935,9.433830051396248,2.2306926891865246,10.239150757385683,0.7971339520318285,0.8343832269505996
