run,condition,n_draws,step,ph_dim,slope,r2,n_sizes
transformer_compose120_f0.6_wd1.0_softmax_ce_s3,transformer_compose120_f0.6_wd1.0_softmax_ce,4,100000,1.2118442970891905,0.17481148163838658,0.9487430448038563,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s3,transformer_compose120_f0.6_wd1.0_softmax_ce,4,99000,1.1069669695391529,0.09663067867660481,0.9868845328537234,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s3,transformer_compose120_f0.6_wd1.0_softmax_ce,4,98000,1.0846068679394578,0.0780069446731371,0.9597116433198825,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s3,transformer_compose120_f0.6_wd1.0_softmax_ce,4,97000,1.129471751487039,0.11463035823302274,0.951907459178586,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s3,transformer_compose120_f0.6_wd1.0_softmax_ce,4,96000,1.1359774185365503,0.119700811228912,0.9747131220090977,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s3,transformer_compose120_f0.6_wd1.0_softmax_ce,8,100000,1.2083804525575497,0.17244606375128826,0.9872054891376614,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s3,transformer_compose120_f0.6_wd1.0_softmax_ce,8,99000,1.1021942202019774,0.09271888595392043,0.9685232785756923,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s3,transformer_compose120_f0.6_wd1.0_softmax_ce,8,98000,1.081398380948817,0.07527141003983957,0.9374898125185712,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s3,transformer_compose120_f0.6_wd1.0_softmax_ce,8,97000,1.1199808001313794,0.10712755086275143,0.9335011397026459,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s3,transformer_compose120_f0.6_wd1.0_softmax_ce,8,96000,1.113535021640469,0.10195909372765687,0.9546489259159187,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s4,transformer_compose120_f0.6_wd1.0_softmax_ce,1,100000,1.0696191678394529,0.06508780875727777,0.866636321392145,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s4,transformer_compose120_f0.6_wd1.0_softmax_ce,1,99000,1.137872258447006,0.12116672800792005,0.9288177370440549,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s4,transformer_compose120_f0.6_wd1.0_softmax_ce,1,98000,1.132540133970212,0.11702908355713766,0.9397334993104792,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s4,transformer_compose120_f0.6_wd1.0_softmax_ce,1,97000,1.108407705668886,0.09780490077292063,0.9369949923883922,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s4,transformer_compose120_f0.6_wd1.0_softmax_ce,1,96000,1.0767992855706727,0.07132182069564735,0.9040714854862274,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s4,transformer_compose120_f0.6_wd1.0_softmax_ce,4,100000,1.0824583065080424,0.07617688922730775,0.9525257040642285,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s4,transformer_compose120_f0.6_wd1.0_softmax_ce,4,99000,1.1261888275372098,0.11204944006873523,0.9508186690652903,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s4,transformer_compose120_f0.6_wd1.0_softmax_ce,4,98000,1.1362972230682387,0.11994856653808232,0.9383622126561739,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s4,transformer_compose120_f0.6_wd1.0_softmax_ce,4,97000,1.0969604290775785,0.08839008819954548,0.9460888705298076,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s4,transformer_compose120_f0.6_wd1.0_softmax_ce,4,96000,1.1124359164185467,0.10107181434821935,0.9400112789423235,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s4,transformer_compose120_f0.6_wd1.0_softmax_ce,8,100000,1.085633389705146,0.07887873615272993,0.968738109484255,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s4,transformer_compose120_f0.6_wd1.0_softmax_ce,8,99000,1.1171861852485394,0.1048940514982014,0.958447594832746,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s4,transformer_compose120_f0.6_wd1.0_softmax_ce,8,98000,1.1270405854003998,0.11272050629416022,0.9549455559220649,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s4,transformer_compose120_f0.6_wd1.0_softmax_ce,8,97000,1.0907048597864848,0.08316169032586976,0.9600963837436847,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s4,transformer_compose120_f0.6_wd1.0_softmax_ce,8,96000,1.108503408628506,0.09788279204549458,0.9652285655188003,8.0
