run,step,operator,n,test_acc
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,10303,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,10909,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,10909,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,11515,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,11515,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,12121,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,12121,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,12727,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,12727,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,13333,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,13333,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,13939,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,13939,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,14545,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,14545,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,15152,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,15152,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,15758,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,15758,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,16364,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,16364,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,16970,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,16970,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,17576,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,17576,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,18182,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,18182,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,18788,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,18788,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,19394,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,19394,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,20000,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,20000,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,20606,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,20606,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,21212,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,21212,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,21818,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,21818,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,22424,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,22424,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,23030,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,23030,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,23636,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,23636,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,24242,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,24242,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,24848,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,24848,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,25455,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,25455,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,26061,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,26061,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,26667,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,26667,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,27273,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,27273,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,27879,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,27879,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,28485,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,28485,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,29091,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,29091,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,29697,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,29697,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,30303,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,30303,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,30909,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,30909,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,31515,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,31515,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,32121,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,32121,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,32727,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,32727,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,33333,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,33333,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,33939,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,33939,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,34545,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,34545,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,35152,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,35152,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,35758,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,35758,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,36364,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,36364,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,36970,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,36970,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,37576,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,37576,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,38182,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,38182,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,38788,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,38788,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,39394,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,39394,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,40000,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,40000,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,40606,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,40606,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,41212,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,41212,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,41818,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,41818,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,42424,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,42424,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,43030,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,43030,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,43636,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,43636,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,44242,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,44242,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,44848,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,44848,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,45455,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,45455,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,46061,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,46061,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,46667,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,46667,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,47273,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,47273,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,47879,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,47879,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,48485,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,48485,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,49091,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,49091,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,49697,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,49697,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,50303,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,50303,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,50909,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,50909,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,51515,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,51515,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,52121,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,52121,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,52727,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,52727,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,53333,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,53333,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,53939,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,53939,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,54545,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,54545,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,55152,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,55152,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,55758,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,55758,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,56364,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,56364,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,56970,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,56970,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,57576,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,57576,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,58182,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,58182,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,58788,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,58788,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,59394,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,59394,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,60000,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,60000,sub,6537,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,0,add,6624,0.008907005190849304
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,0,sub,6549,0.009009009227156639
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,606,add,6624,0.002415458904579282
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,606,sub,6549,0.00229042605496943
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,1212,add,6624,0.003321256022900343
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,1212,sub,6549,0.0029012062586843967
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,1818,add,6624,0.004528985358774662
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,1818,sub,6549,0.0039700716733932495
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,2424,add,6624,0.006491546053439379
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,2424,sub,6549,0.006107802502810955
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,3030,add,6624,0.010567632503807545
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,3030,sub,6549,0.010077874176204205
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,3636,add,6624,0.015851449221372604
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,3636,sub,6549,0.019239578396081924
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,4242,add,6624,0.025664251297712326
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,4242,sub,6549,0.032524049282073975
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,4848,add,6624,0.04091183468699455
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,4848,sub,6549,0.04840433597564697
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,5455,add,6624,0.06914251297712326
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,5455,sub,6549,0.08153916895389557
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,6061,add,6624,0.11503623425960541
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,6061,sub,6549,0.1380363404750824
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,6667,add,6624,0.19972826540470123
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,6667,sub,6549,0.22827912867069244
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,7273,add,6624,0.33907005190849304
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,7273,sub,6549,0.38463887572288513
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,7879,add,6624,0.550422728061676
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,7879,sub,6549,0.6081844568252563
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,8485,add,6624,0.7891002297401428
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,8485,sub,6549,0.8361582159996033
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,9091,add,6624,0.9307065010070801
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,9091,sub,6549,0.953886091709137
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,9697,add,6624,0.9895833134651184
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,9697,sub,6549,0.9938921928405762
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,10303,add,6624,0.9996980428695679
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,10303,sub,6549,0.9996945858001709
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,10909,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,10909,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,11515,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,11515,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,12121,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,12121,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,12727,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,12727,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,13333,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,13333,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,13939,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,13939,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,14545,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,14545,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,15152,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,15152,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,15758,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,15758,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,16364,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,16364,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,16970,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,16970,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,17576,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,17576,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,18182,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,18182,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,18788,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,18788,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,19394,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,19394,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,20000,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,20000,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,20606,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,20606,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,21212,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,21212,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,21818,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,21818,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,22424,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,22424,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,23030,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,23030,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,23636,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,23636,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,24242,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,24242,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,24848,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,24848,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,25455,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,25455,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,26061,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,26061,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,26667,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,26667,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,27273,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,27273,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,27879,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,27879,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,28485,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,28485,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,29091,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,29091,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,29697,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,29697,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,30303,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,30303,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,30909,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,30909,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,31515,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,31515,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,32121,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,32121,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,32727,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,32727,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,33333,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,33333,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,33939,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,33939,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,34545,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,34545,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,35152,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,35152,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,35758,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,35758,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,36364,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,36364,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,36970,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,36970,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,37576,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,37576,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,38182,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,38182,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,38788,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,38788,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,39394,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,39394,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,40000,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,40000,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,40606,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,40606,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,41212,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,41212,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,41818,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,41818,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,42424,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,42424,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,43030,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,43030,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,43636,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,43636,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,44242,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,44242,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,44848,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,44848,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,45455,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,45455,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,46061,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,46061,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,46667,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,46667,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,47273,add,6624,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,47273,sub,6549,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s4,47879,add,6624,1.0
