step,ph_dim,run,t_g,operation,weight_decay,label_permutation,generalisation_gap,fits_train_set
18980,1.1615887644069465,transformer_add113_f0.3_wd0.1_dense_s3,11500.0,add,0.1,False,-5.960464477539063e-08,True
19980,1.1701242865583743,transformer_add113_f0.3_wd0.1_dense_s3,11500.0,add,0.1,False,-5.960464477539063e-08,True
20980,1.169188515442938,transformer_add113_f0.3_wd0.1_dense_s3,11500.0,add,0.1,False,-5.960464477539063e-08,True
21980,1.1972567939807688,transformer_add113_f0.3_wd0.1_dense_s3,11500.0,add,0.1,False,-5.960464477539063e-08,True
22980,1.277433107008588,transformer_add113_f0.3_wd0.1_dense_s3,11500.0,add,0.1,False,-5.960464477539063e-08,True
23980,1.288721672778519,transformer_add113_f0.3_wd0.1_dense_s3,11500.0,add,0.1,False,-5.960464477539063e-08,True
24980,1.3106487800147717,transformer_add113_f0.3_wd0.1_dense_s3,11500.0,add,0.1,False,-5.960464477539063e-08,True
25980,1.3047334381951456,transformer_add113_f0.3_wd0.1_dense_s3,11500.0,add,0.1,False,-5.960464477539063e-08,True
26980,1.272081313145004,transformer_add113_f0.3_wd0.1_dense_s3,11500.0,add,0.1,False,-5.960464477539063e-08,True
27980,1.207914860762723,transformer_add113_f0.3_wd0.1_dense_s3,11500.0,add,0.1,False,-5.960464477539063e-08,True
28980,1.3023062552976865,transformer_add113_f0.3_wd0.1_dense_s3,11500.0,add,0.1,False,-5.960464477539063e-08,True
29980,1.203828686566094,transformer_add113_f0.3_wd0.1_dense_s3,11500.0,add,0.1,False,-5.960464477539063e-08,True
30980,1.1697300954376937,transformer_add113_f0.3_wd0.1_dense_s3,11500.0,add,0.1,False,-5.960464477539063e-08,True
31980,1.1856687622315651,transformer_add113_f0.3_wd0.1_dense_s3,11500.0,add,0.1,False,-5.960464477539063e-08,True
32980,1.3025396712644055,transformer_add113_f0.3_wd0.1_dense_s3,11500.0,add,0.1,False,-5.960464477539063e-08,True
33980,1.3097479104870515,transformer_add113_f0.3_wd0.1_dense_s3,11500.0,add,0.1,False,-5.960464477539063e-08,True
34980,1.2555445815478052,transformer_add113_f0.3_wd0.1_dense_s3,11500.0,add,0.1,False,-5.960464477539063e-08,True
35980,1.259883731129293,transformer_add113_f0.3_wd0.1_dense_s3,11500.0,add,0.1,False,-5.960464477539063e-08,True
36980,1.2677136805000513,transformer_add113_f0.3_wd0.1_dense_s3,11500.0,add,0.1,False,-5.960464477539063e-08,True
37980,1.296946882574312,transformer_add113_f0.3_wd0.1_dense_s3,11500.0,add,0.1,False,-5.960464477539063e-08,True
38980,1.2469764877509482,transformer_add113_f0.3_wd0.1_dense_s3,11500.0,add,0.1,False,-5.960464477539063e-08,True
39980,1.1907893310371396,transformer_add113_f0.3_wd0.1_dense_s3,11500.0,add,0.1,False,-5.960464477539063e-08,True
40980,1.213938553278664,transformer_add113_f0.3_wd0.1_dense_s3,11500.0,add,0.1,False,-5.960464477539063e-08,True
41980,1.2052848826608002,transformer_add113_f0.3_wd0.1_dense_s3,11500.0,add,0.1,False,-5.960464477539063e-08,True
42980,1.160087892303792,transformer_add113_f0.3_wd0.1_dense_s3,11500.0,add,0.1,False,-5.960464477539063e-08,True
43980,1.2350888286150197,transformer_add113_f0.3_wd0.1_dense_s3,11500.0,add,0.1,False,-5.960464477539063e-08,True
