step,h1_max_persistence_normalised,fourier_concentration,fourier_concentration_group,fourier_concentration_k1,fourier_concentration_k2,fourier_concentration_k3,fourier_concentration_k5,fourier_concentration_k10,fourier_concentration_k20,fourier_concentration_group_k1,fourier_concentration_group_k2,fourier_concentration_group_k3,fourier_concentration_group_k5,fourier_concentration_group_k10,fourier_concentration_group_k20,run,operation,t_g
41,0.0724856363262216,0.1182923315928484,0.1232260834932267,0.023952878949513,0.0476895436999807,0.0713879496451298,0.1182923315928484,0.2337115766550923,0.4526427449248699,0.0262030433979433,0.051262939393766,0.075853656475441,0.1232260834932267,0.2358723098757635,0.4513111264385132,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
44,0.0730267845331563,0.1182918952566179,0.1232407665205488,0.0239605083223915,0.0477009776663925,0.0714076453653779,0.1182918952566179,0.2337152747120714,0.4526491826958726,0.0262151971416742,0.0512561898282224,0.0758645868225541,0.1232407665205488,0.2358878229766857,0.4514309526169805,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
48,0.0735794018062409,0.1183028396602471,0.1232645566710616,0.0239769510807293,0.0477294580854234,0.0714450679135572,0.1183028396602471,0.2337434654073954,0.4526662337208,0.0262352213083842,0.0512460835608487,0.0758815162435992,0.1232645566710616,0.235985875411787,0.4516154881663533,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
51,0.0739388656642133,0.1183115979216226,0.1232898560078728,0.0239882221622328,0.0477515599086155,0.0714690245118561,0.1183115979216226,0.2337732826116081,0.4526947187088281,0.0262561176696912,0.0512433988176511,0.0759041186854534,0.1232898560078728,0.2361109440746601,0.4517698736824638,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
55,0.0743110458160035,0.1183177875057805,0.1233446761204172,0.0240014120607083,0.0477775295649809,0.0714878420246322,0.1183177875057805,0.2338121478926201,0.4527416317761461,0.0262955994315128,0.0512519648380475,0.0759530446142591,0.1233446761204172,0.2363065266673241,0.4520004102978513,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
60,0.0746170855578733,0.1183091707090012,0.1234272626598351,0.0240168557425563,0.0478037653131399,0.0714920781012395,0.1183091707090012,0.233846974393522,0.4527982471316071,0.0263570062849862,0.0512724419839848,0.0760268336491798,0.1234272626598351,0.2366576377744081,0.452334257843225,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
64,0.0744187992552097,0.1182819775215485,0.1234934307130149,0.0240268123984345,0.0478050569269818,0.0714704064187919,0.1182819775215485,0.2338480074448323,0.4528264448016011,0.0264065531831827,0.0512889423320413,0.0760891694450387,0.1234934307130149,0.2369560559938529,0.4526327014544965,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
69,0.074097694081434,0.1182474826854792,0.1235961391442763,0.0240370499277724,0.0477985718536264,0.0714401513193619,0.1182474826854792,0.2338429357409307,0.4528354559897387,0.026473678259753,0.0513390998120576,0.0761893087478714,0.1235961391442763,0.2373466027079664,0.4530789874788951,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
75,0.0736929715147974,0.1182258290447626,0.1237103709577302,0.0240506544392287,0.0477924737741356,0.0714114865706462,0.1182258290447626,0.2338437452518202,0.4528109010145125,0.026554847023618,0.0514870391146444,0.0763048525115488,0.1237103709577302,0.2378132317519737,0.4535824353230073,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
80,0.0734911887289161,0.1182228369826235,0.1237779993425533,0.0240622537483742,0.0477872746297788,0.071393725172222,0.1182228369826235,0.2338452507603571,0.4527758725007708,0.0266169600913389,0.0515916616694751,0.0763842484889197,0.1237779993425533,0.23816127638491,0.4539694157284399,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
87,0.0733259653641777,0.1182242984489782,0.1239261898496577,0.0240701467756619,0.0477726577541838,0.0713718927112886,0.1182242984489782,0.2338519206309628,0.4527251092714674,0.0266923726253374,0.0517216468255045,0.076485394941011,0.1239261898496577,0.2385948620765516,0.4544607355926583,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
93,0.0733361485833518,0.1182354931729355,0.1241649003875931,0.0240790537531309,0.0477636116554359,0.0713594456174755,0.1182354931729355,0.2338610105916596,0.45268010671185,0.0267499803469031,0.0518247599902003,0.0765696797895594,0.1241649003875931,0.2389072372695031,0.454812101416921,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
100,0.073494047687136,0.118242365840203,0.1244127392543309,0.0240911749856141,0.0477610272160997,0.0713506026404049,0.118242365840203,0.233868668981051,0.4526392692055683,0.0268131339677064,0.0519246524224385,0.0766522650061899,0.1244127392543309,0.2392199382112361,0.4551560234467531,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
108,0.0736132852542501,0.1182520085274336,0.124674514532579,0.0241036355232801,0.0477694125593193,0.0713493060000773,0.1182520085274336,0.2338759301023742,0.4526043368237245,0.026882669784678,0.0520221977725766,0.0767309546875526,0.124674514532579,0.2395557735189636,0.4555242822160929,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
116,0.0737783750971129,0.1182628249296624,0.1249080735094745,0.024118731354909,0.0477875087124273,0.0713609557702382,0.1182628249296624,0.233892168444593,0.4525718886173864,0.0269427358957277,0.0521084835251057,0.0767988135074929,0.1249080735094745,0.2398680600014254,0.4558341688385748,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
125,0.0737131452997829,0.1182613138351761,0.1251094535441043,0.0241354284147323,0.0478116430588813,0.0713816713919237,0.1182613138351761,0.2338992200438412,0.4525321423992002,0.0269933844436915,0.0521821252928927,0.0768620044588627,0.1251094535441043,0.2401538571369441,0.4561043259887509,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
135,0.0736280261857033,0.1182579986829362,0.1252768455251626,0.0241473132714633,0.0478292622957329,0.071398099949955,0.1182579986829362,0.2339085734075188,0.4525277590169339,0.0270354995127921,0.0522544936040725,0.0769263935758603,0.1252768455251626,0.2404104558374208,0.4563190942018495,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
146,0.0733854871175864,0.1182535136346928,0.125370994881057,0.0241535790165398,0.0478485441348475,0.0714114643943477,0.1182535136346928,0.2339186162082534,0.4525404654589223,0.0270671300149101,0.0523043933334692,0.076974875726786,0.125370994881057,0.2405575366428014,0.456446461393774,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
157,0.0731922591612145,0.1182519548498415,0.1254395869674687,0.0241513527996196,0.0478596654963247,0.0714226778248963,0.1182519548498415,0.2339347369999405,0.4525518577531994,0.0270931285380925,0.0523417083561896,0.0770133196550816,0.1254395869674687,0.2406704210646634,0.456544646285816,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
169,0.0729456313901099,0.118249386043777,0.1254752699104824,0.024148728991348,0.0478529475780845,0.0714158980651639,0.118249386043777,0.2339453040490919,0.4525668649398283,0.0271150515587227,0.0523653199297271,0.0770384447803267,0.1254752699104824,0.240745105971584,0.4566164777599626,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
182,0.0726014886067572,0.1182542622283736,0.1254980396353656,0.0241532378434584,0.0478491193049656,0.0714052414330958,0.1182542622283736,0.2339562969210359,0.4525723748082361,0.0271381038902674,0.0523871625580668,0.0770597793169085,0.1254980396353656,0.2408071601429322,0.4566674711885859,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
196,0.0722359024670387,0.1182663977302226,0.1255199606472364,0.0241590516003827,0.0478570292968078,0.0714015297584722,0.1182663977302226,0.2339644096190704,0.4525636020874515,0.0271559187210494,0.0524024011095032,0.0770727087565889,0.1255199606472364,0.2408550182210697,0.4567066386949853,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
211,0.0720919192170322,0.1182751105949864,0.1255386260853637,0.02416681565458,0.0478732260525088,0.0714059694646251,0.1182751105949864,0.2339831653665723,0.4525449387678404,0.0271708944358767,0.0524154159374309,0.0770868968118351,0.1255386260853637,0.2409058622017585,0.4567653009942026,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
227,0.0719578131820532,0.118274649230474,0.1255569443825,0.0241710800706418,0.0478756226340619,0.071402094889921,0.118274649230474,0.2339929801663453,0.4525318670468085,0.0271894126253231,0.0524281371771153,0.0771037409123845,0.1255569443825,0.2409674735721445,0.4568154414838052,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
245,0.0717397919669236,0.1182709088357733,0.1255650930773173,0.0241733290508467,0.0478788861373535,0.0714024181771187,0.1182709088357733,0.2340132032500897,0.4525430038740182,0.0271975708742798,0.052437256145523,0.077109169385633,0.1255650930773173,0.2410253869562389,0.4568575149488362,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
264,0.0713159314299679,0.1182615208129264,0.1256054264012135,0.0241716516358121,0.04788493974182,0.0714070659923682,0.1182615208129264,0.2340151482152207,0.45253369597088,0.0272114288886031,0.0524607876225136,0.0771323334337957,0.1256054264012135,0.2411019402509671,0.4568969036180303,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
284,0.0707284297833485,0.118243453903758,0.1256352548137627,0.0241671354331228,0.0478709728140082,0.071389613090488,0.118243453903758,0.2340199707757044,0.4525492168426588,0.0272222121627397,0.0524704941114819,0.0771378733310067,0.1256352548137627,0.2411637242985002,0.4569117138913995,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
306,0.07031582609889,0.1182298336031271,0.125653854537365,0.0241634902508077,0.0478619819291793,0.0713893487873766,0.1182298336031271,0.2340405722891282,0.4525579053727098,0.0272410309927476,0.0524912244863158,0.0771583829285781,0.125653854537365,0.2412273334471193,0.4569658856654523,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
330,0.0696567977820092,0.1182014397463909,0.125687321684811,0.0241627619865377,0.0478433416945724,0.0713794977573056,0.1182014397463909,0.2340373861605242,0.452549580296876,0.0272564693596949,0.0525210446911031,0.0772022847788461,0.125687321684811,0.2413180564698009,0.4570070389521368,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
355,0.069133477611663,0.1181691483051172,0.1256913542954946,0.0241551030324104,0.0478264685967948,0.0713736314465107,0.1181691483051172,0.234024977996473,0.4525516297831955,0.0272767022044692,0.0525480433402172,0.0772270398769471,0.1256913542954946,0.24140745944718,0.4570564554583399,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
383,0.0690578041618187,0.1181198782205087,0.1257243965927832,0.0241432713449337,0.0478077796839598,0.0713503893928738,0.1181198782205087,0.2339809800384968,0.4525093329236829,0.0272955634920549,0.0525525521292567,0.0772677099445542,0.1257243965927832,0.2415222134424293,0.457121818468291,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
412,0.0683021808055469,0.1181159166921965,0.1258295391079238,0.0241386320346766,0.047799930036019,0.0713406392684047,0.1181159166921965,0.2339862954868964,0.4524682065150406,0.0273394983568535,0.052615850018768,0.0773922976293453,0.1258295391079238,0.2417308969672987,0.4572836266715169,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
444,0.0684216348431946,0.1181267203426629,0.1259167264258414,0.0241072453550199,0.0477705854964403,0.07132531094534,0.1181267203426629,0.2339407448130419,0.4524350069890161,0.0273559347700785,0.052667388841173,0.0774717769378707,0.1259167264258414,0.2418776953381557,0.4573759996460791,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
478,0.0673767836611603,0.1181356123045268,0.1262090892124154,0.0240953370837085,0.0477655401970643,0.0713202496706291,0.1181356123045268,0.2339200112097755,0.4523890337017799,0.0274223326410622,0.052768407224465,0.0777196552021161,0.1262090892124154,0.2422331031089506,0.4576991113930819,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
515,0.0674036864823632,0.1180803780543992,0.126266802877623,0.0240721565698533,0.0477234974169549,0.0712734374792514,0.1180803780543992,0.2338007384683896,0.4522870571906393,0.0274379914734526,0.0528019119042685,0.0777748637421129,0.126266802877623,0.2423195969422829,0.4577552645876677,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
555,0.0674311191474286,0.1180551065272711,0.1263128012009169,0.0240508878699524,0.0476990527334175,0.0712412509936367,0.1180551065272711,0.2337342885519324,0.4522312018934907,0.0274388852157441,0.0528070769284383,0.0778050172096872,0.1263128012009169,0.2423765758363296,0.4577875159848575,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
598,0.0673458472110161,0.1180203245105478,0.1263765323153337,0.0240204942366017,0.0476589419576763,0.0711956693853027,0.1180203245105478,0.2336482111965006,0.4521518802877505,0.0274473699515677,0.0528150752275648,0.0778463091840058,0.1263765323153337,0.2424578672053545,0.4578225545676968,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
644,0.0667542098857298,0.118021805811814,0.127536613942669,0.0240046262075034,0.04765704385287,0.0711754369115804,0.118021805811814,0.2334897332693388,0.4519282261991393,0.0276699504457727,0.0532323634023685,0.0787797759416571,0.127536613942669,0.2435999716732414,0.458839004152289,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
694,0.0662493475053611,0.1180313197547096,0.1275826704072857,0.02401785931324,0.0476658703684145,0.0711944153249882,0.1180313197547096,0.2334555240148075,0.4518479924275567,0.0277056431986282,0.0532743110707961,0.078809647538186,0.1275826704072857,0.2436184798604073,0.4588965337401681,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
747,0.0659709483835523,0.1180211389751074,0.1275052883410321,0.0240166996854704,0.0476659364848242,0.0711917142133635,0.1180211389751074,0.2334267922185428,0.4518370555840444,0.0276891847647558,0.0532516066875006,0.0787521124671748,0.1275052883410321,0.243528989434228,0.4588575135352291,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
805,0.0658095827533882,0.118010195308565,0.127455489151153,0.0240194226598781,0.0476641685977423,0.0711810494382633,0.118010195308565,0.2333839758168139,0.4518319238679184,0.027672836762865,0.0532311038247417,0.0787120919568981,0.127455489151153,0.2434675950932292,0.4588523813603731,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
867,0.0657470009166086,0.1180050935158099,0.1274887672303587,0.0240246458819724,0.0476604606683808,0.0711721208507744,0.1180050935158099,0.233322191448403,0.4518119201559472,0.0276746471743495,0.053234004772585,0.0787304829674322,0.1274887672303587,0.2435096834249715,0.4589222527006307,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
934,0.0642528044463192,0.1179307656703203,0.129117410206743,0.0239627356005597,0.0476096084134872,0.071129640414229,0.1179307656703203,0.2330436290438286,0.451484574624341,0.0280367467102013,0.0542641143305897,0.0800647019661289,0.129117410206743,0.2449931847440873,0.4603663753212478,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
1006,0.0642442953218006,0.117865905311078,0.1289437329806586,0.0239519512448283,0.0475758090756874,0.0710748272265173,0.117865905311078,0.2329863528408905,0.4514608592181241,0.0280024387277644,0.05413149390462,0.0799146190308026,0.1289437329806586,0.2448356568754016,0.4602500226293472,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
1083,0.0660623428614013,0.1177421490357344,0.1302016225687836,0.023918527914041,0.0475012558324001,0.0709924153329384,0.1177421490357344,0.232812371137715,0.4513006740942089,0.0282236568857884,0.0550377940326542,0.0809678294773807,0.1302016225687836,0.245937029092581,0.4611619081339618,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
1167,0.0553323113026531,0.1175440738758315,0.1348243284910382,0.0239934541085119,0.0475323446287512,0.0709023676042555,0.1175440738758315,0.2323685885610145,0.4505073354309532,0.0293793567857349,0.0577218839501063,0.0845285720431225,0.1348243284910382,0.2502228935666808,0.4651141322052819,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
1257,0.0544556158427076,0.1175350899481297,0.1340630530320226,0.0240132587333794,0.0475397739872432,0.0708857924289265,0.1175350899481297,0.232342253532757,0.4504651754423716,0.0292913959191834,0.0571250777781791,0.0838901027559214,0.1340630530320226,0.249673794002548,0.4649632811209082,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
1354,0.0470074039195613,0.1170419918270867,0.1410295090573038,0.0239719843131394,0.0474666973929106,0.070714295428284,0.1170419918270867,0.2315641112592858,0.4492775566179114,0.0308478207571087,0.0611622473907497,0.0892907296303727,0.1410295090573038,0.2571260103393771,0.4713164713834135,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
1459,0.0483568106473792,0.1170146206123259,0.1446846455764854,0.0239593195125071,0.0474540073337553,0.0706603268519216,0.1170146206123259,0.2314100464195327,0.4490607455824978,0.0317264423661665,0.063297212820161,0.0922966765197101,0.1446846455764854,0.2608047413931129,0.4743919986124456,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
1571,0.0447325519006944,0.1168610444431276,0.1456060619141686,0.0239705929869299,0.0474748199449329,0.0707152085676661,0.1168610444431276,0.2309879432683454,0.4486056126989861,0.0320116366300153,0.0637571766150405,0.0928306229997786,0.1456060619141686,0.2619491619276061,0.4756929373421704,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
1692,0.042887259155111,0.1163317889126576,0.1583306272895778,0.0239114343645721,0.0473531374061602,0.0704556313735863,0.1163317889126576,0.2299368534575105,0.4474458996700926,0.0359226697359123,0.0703655009136696,0.1026560760774592,0.1583306272895778,0.2743720825131042,0.4859215203559007,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
1823,0.0431621131298377,0.1165070597595921,0.1582355314974963,0.0239452284128245,0.0474592667484507,0.0705502924250986,0.1165070597595921,0.2298858965825193,0.4472338746215418,0.0360650936821085,0.0703990021122036,0.102405699444706,0.1582355314974963,0.2748418719728587,0.4868164438952727,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
1964,0.0452195963814568,0.116436857016468,0.1609029966936881,0.0239042970933781,0.047510644905172,0.0705447206440822,0.116436857016468,0.2295880270933082,0.4470054386095152,0.0362893641724155,0.0712580343379625,0.1036364286733582,0.1609029966936881,0.2787586892569921,0.4905677278429572,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
2115,0.0472252613822709,0.1159363246575632,0.1798784117318482,0.023922608771189,0.047538893560184,0.0705748782631422,0.1159363246575632,0.2281336761497329,0.4456962802587481,0.0414933918096703,0.0805642046875519,0.1169775505245588,0.1798784117318482,0.3012992085565393,0.509349474578481,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
2278,0.0491022076062693,0.1159522360255482,0.1883894173871135,0.0239485723138717,0.0476298318630065,0.0707645861188975,0.1159522360255482,0.2279421722171602,0.4452064245171857,0.0437451493842953,0.0846253686565382,0.1231391385733298,0.1883894173871135,0.3136888459912797,0.5201804560556852,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
2454,0.0443322009080808,0.116279786061134,0.1882075556449226,0.0238447174050733,0.047589432870492,0.0708686713148598,0.116279786061134,0.2280190641628259,0.4455981192790957,0.0438313685588159,0.0846008195680129,0.1227561029463827,0.1882075556449226,0.3180034544456048,0.524703051049645,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
2644,0.0599426221105987,0.1163476850116339,0.2404040922773539,0.0244015863389133,0.0479993362400283,0.0711384704999247,0.1163476850116339,0.2263411829841972,0.4420948611147669,0.0626699001589053,0.112961582754345,0.1586754423682214,0.2404040922773539,0.3897950437956452,0.5822165679881884,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
2848,0.0471113737767228,0.1166086243963886,0.2467849091452879,0.0242574497837843,0.0478298035240636,0.0711430605788743,0.1166086243963886,0.2265562078403261,0.441833343011232,0.0648278846756153,0.116205687095932,0.1618788099071133,0.2467849091452879,0.4088692781951865,0.6027543889112553,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
3067,0.0520845132963901,0.1156194272715623,0.3008776525426829,0.0239500253315775,0.0473448848525693,0.0705394277721487,0.1156194272715623,0.2253707360197146,0.4386772954504992,0.0795117993460384,0.1440863592059202,0.1973031112165294,0.3008776525426829,0.4962640901235043,0.6694631666287635,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
3304,0.0554814600437458,0.1147200386149,0.3435783325866934,0.0236631536932994,0.047055730900044,0.0698253479308866,0.1147200386149,0.2240801673470016,0.437134801083623,0.0929912037567861,0.1655737606475275,0.2282453886969193,0.3435783325866934,0.5614520795568356,0.7210712718926694,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
3559,0.066492095819998,0.1137949047982524,0.3550278126938319,0.0235995852277289,0.046280034139182,0.0689406761694278,0.1137949047982524,0.224337410938839,0.4375899729068778,0.0987218216835067,0.1742726259188561,0.2391789075647637,0.3550278126938319,0.5912470383555032,0.757889199974788,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
3834,0.0590349741448085,0.1122514643404999,0.3880318160718436,0.0232752167957809,0.0455848657220406,0.067872897630032,0.1122514643404999,0.2216294534656298,0.435062397620952,0.1131578072951709,0.1942505686868341,0.2637234617472119,0.3880318160718436,0.6495316814610284,0.8302183793002536,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
4130,0.0643109707178546,0.1132545964696853,0.4869756719304117,0.0229768289121611,0.0459288073823015,0.0685967155712223,0.1132545964696853,0.2237438740338697,0.440210696194153,0.1550782867320586,0.2464256496771902,0.332745403679844,0.4869756719304117,0.7713023239577059,0.9278561481871668,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
4448,0.0383071402392938,0.1114663459684163,0.4751419748574742,0.0228468415231293,0.0451475051921292,0.067262646211821,0.1114663459684163,0.2202220630466308,0.4330955495098008,0.1456683106853449,0.2377818952378552,0.3227968622954749,0.4751419748574742,0.764893779506084,0.961992517360488,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
4791,0.0414405944222042,0.1181447107800813,0.517994302549207,0.0253021483375806,0.048857872785531,0.0721161716275149,0.1181447107800813,0.2295121285232046,0.4428006680907087,0.1498774321945723,0.250111459411764,0.3459845203590266,0.517994302549207,0.8328999666856707,0.9595236626708218,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
5161,0.0308947147937424,0.1139971833966335,0.4545840979831146,0.0231109926425191,0.0461205232369994,0.0688761758299405,0.1139971833966335,0.2232332904965405,0.4354341280130785,0.1254756863607694,0.2200905432827874,0.3017862655044013,0.4545840979831146,0.7714616605779484,0.985358234254118,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
5560,0.0244265806443383,0.1143065200193848,0.4157042463024199,0.0232064290090886,0.0461353614783368,0.0689763789343371,0.1143065200193848,0.2244750078460385,0.4375408989647341,0.0943243318949406,0.1829081136902327,0.2632570659381095,0.4157042463024199,0.7452142867069108,0.9898934998394684,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
5989,0.0419203738256243,0.1245743937784016,0.4323003537140372,0.0266512926979649,0.0532922585040007,0.0779413860822996,0.1245743937784016,0.2382054414672587,0.4558788689031558,0.1099476420074599,0.2039296708027331,0.2812764342511936,0.4323003537140372,0.7686356669386628,0.944264909356868,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
6451,0.0165987914473826,0.1150151997642499,0.4152262435325832,0.0235373124377796,0.046846312157773,0.0698892311723545,0.1150151997642499,0.2270246316639885,0.4472214731385128,0.1116960849251296,0.1947064481717159,0.2707731538449222,0.4152262435325832,0.724961394998557,0.9869375622811544,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
6949,0.0295043807619186,0.1182480766223443,0.4407814988250717,0.0245733455888106,0.0486485844824921,0.0725377485078036,0.1182480766223443,0.2302253047247738,0.4471727381082207,0.102685175271636,0.1985674540444757,0.2813887390829533,0.4407814988250717,0.7640509478842051,0.9346288789117296,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
7485,0.0121019218184922,0.1167346729201155,0.3914992128409642,0.0243455452521638,0.0479500870610541,0.0709682492593491,0.1167346729201155,0.2291779546494585,0.4454950522255816,0.0869234555202387,0.1679880012445319,0.2443410068523093,0.3914992128409642,0.7101323079440427,0.9877909834060444,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
8062,0.0298591123452523,0.1205613847198182,0.4219961292643272,0.0252179367575055,0.0500060788043998,0.0744752346751966,0.1205613847198182,0.2328875739874446,0.44968887221187,0.0994517067588823,0.1838259493553262,0.2652333334097859,0.4219961292643272,0.7427328378615662,0.9591819682175954,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
8685,0.0245545926646539,0.1124334700330247,0.361328481274673,0.0227070156560303,0.0453666353611255,0.0680100900756102,0.1124334700330247,0.2220307686919481,0.4346859192438912,0.0734939556619524,0.1468525886153461,0.2190610781625119,0.361328481274673,0.6827259098242726,0.98892795976885,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
9355,0.0250437945766226,0.1144516346249866,0.4062559491377342,0.0232940713858679,0.0465783171863254,0.0692784673973005,0.1144516346249866,0.2255192323882767,0.440903170062247,0.0885982013285656,0.1708689001288384,0.2508795089753646,0.4062559491377342,0.7213725644782323,0.980416185603508,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
10077,0.0482141467220932,0.1218431439304168,0.4754540140896862,0.0251469454266761,0.0498468628760826,0.074191755184612,0.1218431439304168,0.233518523677716,0.4468476878116163,0.1088955178357889,0.2125388148424873,0.3086668196737463,0.4754540140896862,0.7776114353238736,0.9536685507801258,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
10854,0.0363303745664678,0.1280846749275088,0.4639837508271582,0.0269916610344547,0.0534106115494376,0.0787919632224719,0.1280846749275088,0.243489368819747,0.458717889926983,0.1137016781089813,0.2129723932143595,0.3034823290675688,0.4639837508271582,0.7800947744298858,0.944734382945277,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
11692,0.0203900547840506,0.1138132990149906,0.3882323901912333,0.0230926910222222,0.0461541577995804,0.0688001748572464,0.1138132990149906,0.2248063611217799,0.4391565203739448,0.0894562643716706,0.1713751910006921,0.2444844371098972,0.3882323901912333,0.7013067129300241,0.9922851816810906,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
12594,0.0163077088556595,0.1141952318498858,0.3940610734222076,0.0239333646864532,0.0467895513866655,0.0695564376022046,0.1141952318498858,0.2236533937652098,0.4384160440642743,0.0924238505935736,0.1711668597083949,0.2473001875518622,0.3940610734222076,0.7116283344158165,0.9933220582555718,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
13566,0.0241333695703186,0.115323098328036,0.3928582854267072,0.0248128690024587,0.0477905239686045,0.0703956327942407,0.115323098328036,0.2250645636929149,0.4398169974206832,0.0922155452610583,0.1709111741902972,0.2483525933701892,0.3928582854267072,0.7034900070604673,0.9916574002716824,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
14613,0.0227527335747353,0.1171435101492502,0.4235624424003079,0.0244472545986488,0.0477300085569222,0.071006224717514,0.1171435101492502,0.22935877524307,0.4466005608070565,0.1041218245983335,0.1938244356046529,0.2799494474074451,0.4235624424003079,0.7025366791268626,0.9807515284339396,transformer_mul97_f0.5_wd1.0_softmax_ce_s2,mul,2600
